Subject;TextBody;Complaint
Nouvelles commandes;Bonjour Nansifou, Votre commande ORCUN est libérée. Bien cordialement, Delphine --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 29/05/2024 12:25 To: nansifou@saglam-france.fr Subject: RE: Nouvelles commandes Bonjour Nansifou, Merci pour votre annexe. Je m'en occupe et reviens vers vous quand j'ai la confirmation. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 29/05/2024 12:00 To: service@agristo.com Subject: RE: Nouvelles commandes Bonjour Delphine, Ci-joint la preuve du règlement de la facture 90601782. Merci de libérer la commande ORCUN svp. Restant à votre disposition. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Nansifou Gbadamassi <nansifou@saglam-france.fr> Envoyé : mardi 28 mai 2024 10:45 À : Agristo Service <service@agristo.com> Objet : RE: Nouvelles commandes Bonjour Delphine, Toutes les palettes de la référence 9/9 présalé que nous avons chargées depuis la semaine passée sont composées de cartons marron neutres. C'est un problème mais pas un gros problème. Il vaut mieux ça que d'avoir des rupture de produits. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : mardi 28 mai 2024 09:35 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, Il reste 1 PAL en stock de la référence 9/9 présalée. J'ai juste reçu la remarque qu'il y a une différence en couleur des boîtes, le produit dedans est identique. Est-ce que ça peut poser des problèmes chez vos clients? Cordialement, Delphine --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 27/05/2024 16:16 To: nansifou@saglam-france.fr Subject: RE: Nouvelles commandes Bonjour Nansifou, Il y a une erreur dans le système et les collègues n'ont plus de l'acces sur le portail pour vérifier des possibilités pour demain (j'avais demandé 11-13h). Ça veut dire aussi qu'il y aura du retard avec les chargements de cet après-midi. Au pire, il n'y aura plus de possibilités pour demain. En tout cas, j'ai réservé les 2 crenaux de 20h peur être sûr d'avoir quelque chose. On peut toujours changé ces rendez-vous, mais à ce moment je ne peux rien garantir pour demain midi, je suis très désolée. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 27/05/2024 15:54 To: service@agristo.com Subject: RE: Nouvelles commandes D'accord Delphine, Merci de faire le nécessaire pour que ça soit possible. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : lundi 27 mai 2024 15:50 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, Je vais me renseigner chez expedition et je reviens vers vous. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 27/05/2024 15:39 To: service@agristo.com Subject: RE: Nouvelles commandes Bonjour Delphine, Je n'arrive plus à prendre rendez-vous pour demain vers midi. Pour les 2 commandes SULTAN et SAGLAM, Merci de nous donner un rendez-vous de chargement pour demain 28/05 à 12h (midi) svp. Restant à votre disposition. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : lundi 27 mai 2024 14:43 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, Les 2 commandes sont libérées. Bien cordialement, Delphine --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 27/05/2024 13:08 To: nansifou@saglam-france.fr Subject: RE: Nouvelles commandes Bonjour Nansifou, J'ai aussi fait le calcul et normalement votre preuve de règlement sera suffit. En tout cas, j'attends la confirmation des collègues pour garantir le chargement. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 27/05/2024 12:39 To: service@agristo.com Subject: RE: Nouvelles commandes Ok Delphine, J'attends votre confirmation pour prendre les rendez-vous au plus vite svp. Restant à votre disposition. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : lundi 27 mai 2024 11:40 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, Vos commandes SULTAN et SAGLAM sont modifiée. J'ai demandé au collègues du compatibilité de libérée les ordres. Je vous tiens au courant. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 27/05/2024 11:26 To: service@agristo.com Subject: RE: Nouvelles commandes Delphine, Vu les ruptures que vous avez, merci de modifier les commandes SULTAN et SAGLAM comme suit et de libérer svp. Nouvelles commandes : Ref : SULTAN 26 palettes 6/6 Présalé 07 palettes 9/9 Présalé Booking : Mardi 28/05 Ref : MZA1 31 palettes 9/9 Présalé Booking : Mardi 28/05 Ref : SAGLAM 03 palettes 6/6 Présalé 17 palettes 6/6 Classique 13 palettes 9/9 Classique Booking : Mardi 28/05 Ref : ORCUN 24 palettes 6/6 Présalé BLANCO 09 palettes 9/9 Présalé BLANCO Booking : Mercredi 29/05 Ref : MZA2 31 palettes 9/9 Présalé Booking : Jeudi 30/05 Ref : KLIF 27 palettes 6/6 Présalé 05 palettes 9/9 Présalé 01 palette Potatoes enrobé avec peau ( Article. 313798) Booking : Jeudi 30/05 Restant à votre disposition. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : lundi 27 mai 2024 10:00 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, La production du 9/9 présalé est prévu fin de cette semaine, donc chargement possible à partir du lundi matin le 3/06. Pourriez-vous modifier/ reporter les commandes? Cordialement, Delphine --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 27/05/2024 08:45 To: nansifou@saglam-france.fr Subject: RE: Nouvelles commandes Bonjour Nansifou, Merci pour vos nouvelles commandes. Je vais les enregistrere tout de suite. Je voudrais déjà vous informer que nous n'avons que 8 PAL en stock des 9/9 présalées. (Totale de 15 PAL en stock - 7 PAL pour la réf Phenyx qui sera chargée ce matin.) Je reviens vers vous asap avec le planning de production. Serait-il possible de renvoyer la preuve de règlement? Je croix qu'on a perdu l'annexe en cours de route. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 24/05/2024 15:56 To: service@agristo.com Subject: Nouvelles commandes Bonjour Delphine, Merci de trouver ci-joint la preuve de règlement des factures 90601385 et 90601502. Nouvelles commandes : Ref : SULTAN 18 palettes 6/6 Présalé 15 palettes 9/9 Présalé Booking : Mardi 28/05 Ref : MZA1 31 palettes 9/9 Présalé Booking : Mardi 28/05 Ref : SAGLAM 02 palettes 6/6 Présalé 04 palettes 9/9 Présalé 11 palettes 6/6 Classique 16 palettes 9/9 Classique Booking : Mardi 28/05 Ref : ORCUN 24 palettes 6/6 Présalé BLANCO 09 palettes 9/9 Présalé BLANCO Booking : Mercredi 29/05 Ref : MZA2 31 palettes 9/9 Présalé Booking : Jeudi 30/05 Ref : KLIF 27 palettes 6/6 Présalé 05 palettes 9/9 Présalé 01 palette Potatoes enrobé avec peau ( Article. 313798) Booking : Jeudi 30/05 Le lundi 27/05 je vous dirai les 2 commandes à libérer. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr;False
Nouvelles commandes;Bonjour Nansifou, Merci pour votre annexe. Je m'en occupe et reviens vers vous quand j'ai la confirmation. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 29/05/2024 12:00 To: service@agristo.com Subject: RE: Nouvelles commandes Bonjour Delphine, Ci-joint la preuve du règlement de la facture 90601782. Merci de libérer la commande ORCUN svp. Restant à votre disposition. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Nansifou Gbadamassi <nansifou@saglam-france.fr> Envoyé : mardi 28 mai 2024 10:45 À : Agristo Service <service@agristo.com> Objet : RE: Nouvelles commandes Bonjour Delphine, Toutes les palettes de la référence 9/9 présalé que nous avons chargées depuis la semaine passée sont composées de cartons marron neutres. C'est un problème mais pas un gros problème. Il vaut mieux ça que d'avoir des rupture de produits. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : mardi 28 mai 2024 09:35 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, Il reste 1 PAL en stock de la référence 9/9 présalée. J'ai juste reçu la remarque qu'il y a une différence en couleur des boîtes, le produit dedans est identique. Est-ce que ça peut poser des problèmes chez vos clients? Cordialement, Delphine --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 27/05/2024 16:16 To: nansifou@saglam-france.fr Subject: RE: Nouvelles commandes Bonjour Nansifou, Il y a une erreur dans le système et les collègues n'ont plus de l'acces sur le portail pour vérifier des possibilités pour demain (j'avais demandé 11-13h). Ça veut dire aussi qu'il y aura du retard avec les chargements de cet après-midi. Au pire, il n'y aura plus de possibilités pour demain. En tout cas, j'ai réservé les 2 crenaux de 20h peur être sûr d'avoir quelque chose. On peut toujours changé ces rendez-vous, mais à ce moment je ne peux rien garantir pour demain midi, je suis très désolée. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 27/05/2024 15:54 To: service@agristo.com Subject: RE: Nouvelles commandes D'accord Delphine, Merci de faire le nécessaire pour que ça soit possible. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : lundi 27 mai 2024 15:50 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, Je vais me renseigner chez expedition et je reviens vers vous. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 27/05/2024 15:39 To: service@agristo.com Subject: RE: Nouvelles commandes Bonjour Delphine, Je n'arrive plus à prendre rendez-vous pour demain vers midi. Pour les 2 commandes SULTAN et SAGLAM, Merci de nous donner un rendez-vous de chargement pour demain 28/05 à 12h (midi) svp. Restant à votre disposition. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : lundi 27 mai 2024 14:43 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, Les 2 commandes sont libérées. Bien cordialement, Delphine --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 27/05/2024 13:08 To: nansifou@saglam-france.fr Subject: RE: Nouvelles commandes Bonjour Nansifou, J'ai aussi fait le calcul et normalement votre preuve de règlement sera suffit. En tout cas, j'attends la confirmation des collègues pour garantir le chargement. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 27/05/2024 12:39 To: service@agristo.com Subject: RE: Nouvelles commandes Ok Delphine, J'attends votre confirmation pour prendre les rendez-vous au plus vite svp. Restant à votre disposition. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : lundi 27 mai 2024 11:40 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, Vos commandes SULTAN et SAGLAM sont modifiée. J'ai demandé au collègues du compatibilité de libérée les ordres. Je vous tiens au courant. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 27/05/2024 11:26 To: service@agristo.com Subject: RE: Nouvelles commandes Delphine, Vu les ruptures que vous avez, merci de modifier les commandes SULTAN et SAGLAM comme suit et de libérer svp. Nouvelles commandes : Ref : SULTAN 26 palettes 6/6 Présalé 07 palettes 9/9 Présalé Booking : Mardi 28/05 Ref : MZA1 31 palettes 9/9 Présalé Booking : Mardi 28/05 Ref : SAGLAM 03 palettes 6/6 Présalé 17 palettes 6/6 Classique 13 palettes 9/9 Classique Booking : Mardi 28/05 Ref : ORCUN 24 palettes 6/6 Présalé BLANCO 09 palettes 9/9 Présalé BLANCO Booking : Mercredi 29/05 Ref : MZA2 31 palettes 9/9 Présalé Booking : Jeudi 30/05 Ref : KLIF 27 palettes 6/6 Présalé 05 palettes 9/9 Présalé 01 palette Potatoes enrobé avec peau ( Article. 313798) Booking : Jeudi 30/05 Restant à votre disposition. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr De : Agristo Service <service@agristo.com> Envoyé : lundi 27 mai 2024 10:00 À : Nansifou Gbadamassi <nansifou@saglam-france.fr> Objet : RE: Nouvelles commandes Bonjour Nansifou, La production du 9/9 présalé est prévu fin de cette semaine, donc chargement possible à partir du lundi matin le 3/06. Pourriez-vous modifier/ reporter les commandes? Cordialement, Delphine --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 27/05/2024 08:45 To: nansifou@saglam-france.fr Subject: RE: Nouvelles commandes Bonjour Nansifou, Merci pour vos nouvelles commandes. Je vais les enregistrere tout de suite. Je voudrais déjà vous informer que nous n'avons que 8 PAL en stock des 9/9 présalées. (Totale de 15 PAL en stock - 7 PAL pour la réf Phenyx qui sera chargée ce matin.) Je reviens vers vous asap avec le planning de production. Serait-il possible de renvoyer la preuve de règlement? Je croix qu'on a perdu l'annexe en cours de route. Cordialement, Delphine --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 24/05/2024 15:56 To: service@agristo.com Subject: Nouvelles commandes Bonjour Delphine, Merci de trouver ci-joint la preuve de règlement des factures 90601385 et 90601502. Nouvelles commandes : Ref : SULTAN 18 palettes 6/6 Présalé 15 palettes 9/9 Présalé Booking : Mardi 28/05 Ref : MZA1 31 palettes 9/9 Présalé Booking : Mardi 28/05 Ref : SAGLAM 02 palettes 6/6 Présalé 04 palettes 9/9 Présalé 11 palettes 6/6 Classique 16 palettes 9/9 Classique Booking : Mardi 28/05 Ref : ORCUN 24 palettes 6/6 Présalé BLANCO 09 palettes 9/9 Présalé BLANCO Booking : Mercredi 29/05 Ref : MZA2 31 palettes 9/9 Présalé Booking : Jeudi 30/05 Ref : KLIF 27 palettes 6/6 Présalé 05 palettes 9/9 Présalé 01 palette Potatoes enrobé avec peau ( Article. 313798) Booking : Jeudi 30/05 Le lundi 27/05 je vous dirai les 2 commandes à libérer. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr;False
Stop Hunting, Start Connecting with MENA’s Top Buyers!;Get insights on how our ‘Buyer Recommendations’ can help you! CUT THROUGH THE NOISE. DIRECTLY CONNECT WITH RIGHT BUYERS! View email in your browser<https://mailchi.mp/e83c928bd16b/stop-hunting-start-connecting-with-menas-top-buyers-13750759?e=57d53fc4cd> [Organic & Natural] <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=cf4ae7ae5d&e=57d53fc4cd> [Organic & Natural] <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=de9ab16b08&e=57d53fc4cd> Dear , Are you facing challenges to break into the Middle East’s Organic & All-Natural Products Market? You’re not alone. We know how tough it can be to find the right partners, stand out from the competition, and make a lasting impact. But don’t worry, we’ve got your back! Not sure who the right buyers of your products are? We’ll help you! As part of our ‘365 Days Export Promotion’, you’ll receive: [https://mcusercontent.com/4a8fc3f71f4fa284093a69a7a/images/c0d090d8-6294-94ff-eef4-d12c813faf42.png] 5 Qualified Matching Buyer Recommendations Every Single Month, so you can start selling before the Expo! [https://mcusercontent.com/4a8fc3f71f4fa284093a69a7a/images/708b3227-d048-78e6-16c0-6c073f93946f.png] Schedule face-to face meetings through the meeting scheduler on our exhibitor portal to meet them onsite. SIGN UP NOW <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=1e9765b921&e=57d53fc4cd> KEY INSIGHTS: HERE’S WHY YOU SHOULD JOIN US! [KEY INSIGHTS] Best part? It all begins from the day you Register! BE NEXT TO RECEIVE RECOMMENDATIONS <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=6161421bfc&e=57d53fc4cd> Top Buyers Recommended from Diverse Sectors! [Top Buyers] CONNECT WITH RIGHT BUYERS NOW <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=911cc8a8b1&e=57d53fc4cd> [Instagram] <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=040e5771ca&e=57d53fc4cd> [facebook] <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=240c4cf2d7&e=57d53fc4cd> [linkedin] <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=55c9822f4c&e=57d53fc4cd> [youtube] <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=1b2345e19b&e=57d53fc4cd> organicandnatural.com <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=57536bfcf3&e=57d53fc4cd> [arabian-organics] <https://organicandnatural.us17.list-manage.com/track/click?u=4a8fc3f71f4fa284093a69a7a&id=24c43a4ed5&e=57d53fc4cd> [organic-majlis] [TCAM] [rubiq] [arabian-organics] Copyright © 2024 Global Links Exhibition Organizers & Conferences LLC All rights reserved. This email was sent to sales@agristo.com<mailto:sales@agristo.com> why did I get this?<https://organicandnatural.us17.list-manage.com/about?u=4a8fc3f71f4fa284093a69a7a&id=58ddcc5af9&e=57d53fc4cd&c=8046c440ef> unsubscribe from this list<https://organicandnatural.us17.list-manage.com/unsubscribe?u=4a8fc3f71f4fa284093a69a7a&id=58ddcc5af9&t=b&e=57d53fc4cd&c=8046c440ef> update subscription preferences<https://organicandnatural.us17.list-manage.com/profile?u=4a8fc3f71f4fa284093a69a7a&id=58ddcc5af9&e=57d53fc4cd&c=8046c440ef> GL Exhibitions Pty Ltd. · 2 · Dubai, Dubai · United Arab Emirates;False
Aldi DARLINGTON DEL 29/05;Hi Mel, the order was delayed due to port health. Can you please book a new slot for tomorrow 9am.;False
Scheduled Production Week for Upcoming Orders;Hi Alexandra Thank you for your email. I went trhough the list and filled out as much as I could in green, please find the updated version of the file attached. Do let me know if you have any questions or remarks on this!;False
4 new SI for Sobeys / Canada;Hi Eula Thank you for your email. These 4 PO'scame through perfectly, thank you for checking! Kind regard Jessie Dhondt Customer Service Agristo nv P +32 56 54 10 59 --------------- Original Message --------------- From: Eula Slomkowska [eula.slomkowska@ardo.com] Sent: 28/05/2024 17:07 To: service@agristo.com Cc: alexandra.delis@ardo.com Subject: 4 new SI for Sobeys / Canada Hi Jessie😊 The below 4 PO’s released today. Can you confirm those are well received by your system? Thank you &;False
ALIFRUT/ AF 21-22-30-31-33-34-45;"Hola, tracking code es: 4691154263 Saludos cordiales, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Ximena Acuna [logistics@agrifoods.cl] Sent: 27/05/2024 21:19 To: service@agristo.com Cc: marketing@agrifoods.cl; sacuna@agrifoods.cl; paula.acuna@agrifoods.cl Subject: ALIFRUT/ AF 21-22-30-31-33-34-45 Hola Alexia, Los documentos en referencia están aprobados; gracias. Saludos, Ximena Acuña Logistics Manager +56 975 481 435 logistics@agrifoods.cl www.agrifoods.cl";False
Order GS-009922 shortage material 45407432 1 pal;Dear Kendrik, The total quantity on your order GS-00922 is 20 pallets (10.800 bags), so 1 pallet shortage on item 45407432. Please advise how we should proceed with this order? Thanks in advance.;False
Updated order -E202201801;Hello, Please see updated order! Sebasthian Nilsson-Lindelöf Varuflödesplanerare inflöde [cid:image001.png@01DAB1C5.04BD00E0] Dagab Inköp & Logistik Telefon: 0761 44 32 04 Epost: sebasthian.nilsson.lindelof@dagab.se;False
documents new order;Hi, tracking code is: 3037136034;False
Agristo docs 23069O + 23069P + 24072;Dear Lauren, Well noted awaiting your tracking no. [cid:image001.jpg@01DAB1CE.2E785BB0] From: Agristo Service <service@agristo.com> Sent: Tuesday, May 28, 2024 5:24 PM To: Sara Kallout <sara.kallout@nawam-sal.com> Cc: Rana Chanouha <rana.chanouha@nawam-sal.com> Subject: RE: Agristo docs 23069O + 23069P + 24072 Hi Sara We were going to send this today, but received notice that the shipment company made a mistake on the final BL. They needed to revise and the new version is on it's way to our office again. We will send the documents and share the tracking number ASAP.;False
FW: Agristo Tilburg - Boroughbrigde;"Yes please [cid:image600427.png@7E89DE87.8165245F] [Fullers Foods Facebook]<https://www.facebook.com/fullersfoods> [Fullers Foods Instagram]<https://www.instagram.com/fullersfoods/> [Fullers Foods LinkedIn]<https://www.linkedin.com/company/fullers-foods-plc/> Charlotte Haley​​​​ Supply Chain Manager [cid:image196373.png@7AF75776.3528BF1E] +44 7824 453440<tel:+44%C2%A07824%C2%A0453440> [cid:image315723.png@4A74A5DD.35A3FB98] +44 1134 579952<tel:+44%201134%20579952> [cid:image559820.png@81C87C20.49E47A83] https://fullersfoods.com<https://fullersfoodsplc.com/> [cid:image119498.png@0BF09D85.70F7E742] charlotte.haley@fullersfoods.com<mailto:charlotte.haley@fullersfoods.com> MY EMAIL ADDRESS HAS CHANGED TO @fullersfoods.com 31 Westgate, Leeds, LS1 2RA, United Kingdom Note: This email has been sent from a member of Fullers Foods International Limited and is confidential and intended solely for the use of the individual to whom it is addressed. It may contain confidential, proprietary, or legally privileged information. No confidentiality or privilege is waived or lost by any mistransmission. If you receive this message in error, please immediately delete it and all copies of it from your system, destroy any hard copies of it and notify the sender. You must not directly, or indirectly, use, disclose, distribute, print, or copy any part of this message if you are not the intended recipient. Fullers Foods International Limited reserves the right to monitor all e-mail communications through its networks. Any views expressed in this message are those of the individual sender, except where the message states otherwise and the sender is authorised to state them to be the views of any such entity. Fullers Foods International Limited, Leigh House, 28-32 St Paul’s Street, Leeds West Yorkshire, LS1 2JT, England. Registered in England & Wales. Company Registration number: 00967673. VAT Registration number: GB 172 0451 92. From: Jennis Vandenberghe <jennis@flandersroad.com> Sent: Wednesday, May 29, 2024 12:56 PM To: Charlotte Haley <charlotte.haley@fullersfoods.com>; Sandrine Van Bockstael <Sandrine.VanBockstael@agristo.com>; Agristo Service <service@agristo.com> Subject: RE: Agristo Tilburg - Boroughbrigde *** Please note the message below originated on the Internet. Please use caution when replying or opening links or attachments. *** Good morning I’m sorry, but we tried to load earlier, goods were only ready to load yesterday afternoon. We really tried to ship. What we can offer you to do if the goods are really urgent is to ship them from Zeebrugge into Hull instead of Ghent. Then we can deliver as from Friday 18h. Would that be a help for you? Met vriendelijke groeten, Salutations distinguées,";False
tomorrow paymen't;"Hi Sarah, Attached swift for today's payment. Below invoices that we paid: [cid:image002.png@01DAB1D0.DCD261E0] Kr mania From: Agristo Service <service@agristo.com> Sent: Tuesday, May 28, 2024 12:26 PM To: KAFUZAN - Mania‏ <mania@kafuzan.co.il> Cc: ינון יפת- סמנכ""ל כספים‏ <yinony@kafuzan.co.il> Subject: RE: tomorrow paymen't Hi, Thank you. We will do what it takes to release the orders. If you would have the swift ready, kindly send it to me. KR Sarah [image] Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 --------------- Original Message --------------- From: KAFUZAN - Mania [mania@kafuzan.co.il] Sent: 28/05/2024 11:21 To: service@agristo.com<mailto:service@agristo.com> Cc: yinony@kafuzan.co.il<mailto:yinony@kafuzan.co.il> Subject: tomorrow paymen't Hello Sarah Attached a list of invoices to be paid tomorrow: [cid:image001.png@01DAB1D0.0D47BC90] Kr mania";False
Bookings - POs 201/24 - 416/24 - 422/24 - 424/24 -  Copacol;Hello Sandra, good morning! Is it ok now?;False
